PING 192.168.123.2 (192.168.123.2) 512(540) bytes of data.
520 bytes from 192.168.123.2: icmp_seq=1 ttl=64 time=516 ms
520 bytes from 192.168.123.2: icmp_seq=2 ttl=64 time=552 ms
520 bytes from 192.168.123.2: icmp_seq=4 ttl=64 time=543 ms
520 bytes from 192.168.123.2: icmp_seq=5 ttl=64 time=537 ms
520 bytes from 192.168.123.2: icmp_seq=6 ttl=64 time=518 ms
520 bytes from 192.168.123.2: icmp_seq=7 ttl=64 time=549 ms
520 bytes from 192.168.123.2: icmp_seq=11 ttl=64 time=545 ms
520 bytes from 192.168.123.2: icmp_seq=12 ttl=64 time=527 ms
520 bytes from 192.168.123.2: icmp_seq=13 ttl=64 time=520 ms
520 bytes from 192.168.123.2: icmp_seq=14 ttl=64 time=508 ms
520 bytes from 192.168.123.2: icmp_seq=15 ttl=64 time=537 ms
520 bytes from 192.168.123.2: icmp_seq=17 ttl=64 time=541 ms
520 bytes from 192.168.123.2: icmp_seq=18 ttl=64 time=541 ms
520 bytes from 192.168.123.2: icmp_seq=19 ttl=64 time=521 ms
520 bytes from 192.168.123.2: icmp_seq=20 ttl=64 time=509 ms
520 bytes from 192.168.123.2: icmp_seq=21 ttl=64 time=507 ms
520 bytes from 192.168.123.2: icmp_seq=22 ttl=64 time=534 ms
520 bytes from 192.168.123.2: icmp_seq=23 ttl=64 time=550 ms
520 bytes from 192.168.123.2: icmp_seq=24 ttl=64 time=543 ms
520 bytes from 192.168.123.2: icmp_seq=25 ttl=64 time=546 ms
520 bytes from 192.168.123.2: icmp_seq=26 ttl=64 time=526 ms
520 bytes from 192.168.123.2: icmp_seq=27 ttl=64 time=519 ms
520 bytes from 192.168.123.2: icmp_seq=28 ttl=64 time=513 ms
520 bytes from 192.168.123.2: icmp_seq=29 ttl=64 time=542 ms
520 bytes from 192.168.123.2: icmp_seq=31 ttl=64 time=548 ms
520 bytes from 192.168.123.2: icmp_seq=32 ttl=64 time=536 ms
520 bytes from 192.168.123.2: icmp_seq=33 ttl=64 time=533 ms
520 bytes from 192.168.123.2: icmp_seq=34 ttl=64 time=541 ms
520 bytes from 192.168.123.2: icmp_seq=35 ttl=64 time=540 ms
520 bytes from 192.168.123.2: icmp_seq=36 ttl=64 time=566 ms
520 bytes from 192.168.123.2: icmp_seq=37 ttl=64 time=561 ms
520 bytes from 192.168.123.2: icmp_seq=38 ttl=64 time=543 ms
520 bytes from 192.168.123.2: icmp_seq=39 ttl=64 time=528 ms
520 bytes from 192.168.123.2: icmp_seq=40 ttl=64 time=548 ms
520 bytes from 192.168.123.2: icmp_seq=41 ttl=64 time=545 ms
520 bytes from 192.168.123.2: icmp_seq=42 ttl=64 time=539 ms
520 bytes from 192.168.123.2: icmp_seq=43 ttl=64 time=528 ms
520 bytes from 192.168.123.2: icmp_seq=44 ttl=64 time=531 ms
520 bytes from 192.168.123.2: icmp_seq=45 ttl=64 time=557 ms
520 bytes from 192.168.123.2: icmp_seq=46 ttl=64 time=568 ms
520 bytes from 192.168.123.2: icmp_seq=47 ttl=64 time=586 ms
520 bytes from 192.168.123.2: icmp_seq=48 ttl=64 time=574 ms
520 bytes from 192.168.123.2: icmp_seq=49 ttl=64 time=561 ms
520 bytes from 192.168.123.2: icmp_seq=50 ttl=64 time=553 ms
520 bytes from 192.168.123.2: icmp_seq=52 ttl=64 time=574 ms
520 bytes from 192.168.123.2: icmp_seq=53 ttl=64 time=585 ms
520 bytes from 192.168.123.2: icmp_seq=58 ttl=64 time=568 ms
520 bytes from 192.168.123.2: icmp_seq=62 ttl=64 time=549 ms
520 bytes from 192.168.123.2: icmp_seq=66 ttl=64 time=573 ms
520 bytes from 192.168.123.2: icmp_seq=67 ttl=64 time=581 ms
520 bytes from 192.168.123.2: icmp_seq=71 ttl=64 time=546 ms
520 bytes from 192.168.123.2: icmp_seq=72 ttl=64 time=586 ms
520 bytes from 192.168.123.2: icmp_seq=76 ttl=64 time=544 ms
520 bytes from 192.168.123.2: icmp_seq=77 ttl=64 time=525 ms
520 bytes from 192.168.123.2: icmp_seq=78 ttl=64 time=526 ms
520 bytes from 192.168.123.2: icmp_seq=79 ttl=64 time=558 ms
520 bytes from 192.168.123.2: icmp_seq=82 ttl=64 time=530 ms
520 bytes from 192.168.123.2: icmp_seq=83 ttl=64 time=546 ms
520 bytes from 192.168.123.2: icmp_seq=86 ttl=64 time=540 ms
520 bytes from 192.168.123.2: icmp_seq=87 ttl=64 time=529 ms
520 bytes from 192.168.123.2: icmp_seq=88 ttl=64 time=518 ms
520 bytes from 192.168.123.2: icmp_seq=89 ttl=64 time=537 ms
520 bytes from 192.168.123.2: icmp_seq=90 ttl=64 time=559 ms
520 bytes from 192.168.123.2: icmp_seq=91 ttl=64 time=560 ms
520 bytes from 192.168.123.2: icmp_seq=92 ttl=64 time=557 ms
520 bytes from 192.168.123.2: icmp_seq=93 ttl=64 time=540 ms
520 bytes from 192.168.123.2: icmp_seq=94 ttl=64 time=533 ms
520 bytes from 192.168.123.2: icmp_seq=95 ttl=64 time=531 ms
520 bytes from 192.168.123.2: icmp_seq=96 ttl=64 time=517 ms
520 bytes from 192.168.123.2: icmp_seq=97 ttl=64 time=505 ms
520 bytes from 192.168.123.2: icmp_seq=98 ttl=64 time=496 ms
520 bytes from 192.168.123.2: icmp_seq=99 ttl=64 time=543 ms
520 bytes from 192.168.123.2: icmp_seq=100 ttl=64 time=557 ms

--- 192.168.123.2 ping statistics ---
100 packets transmitted, 73 received, 27% packet loss, time 19928ms
rtt min/avg/max/mdev = 496.264/541.678/586.068/19.940 ms, pipe 3
